FECH; FOR.ACC ; ACTECA ; ACTECB ; ACTECC ; ACTECD ; ACTECE ; ACTECF ; ACTECG ; ACTECH ; ACTECI ; ACTECAJ ; ACTECAK ; ACTECL ; ACTECM ; ACTECN ; ACTECO ; ACTECZ ; TOT 
Febrero_2022;CONTACTO CON ELECTRICIDAD;;;; 3 ;; 1 ; 3 ;; 1 ;; 1 ;;;;;; 9 
Febrero_2022;CONTACTO CON FUEGO;;;; 2 ;;; 1 ;; 1 ;;;;; 1 ;;; 5 
Febrero_2022;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;;; 6 ;;; 3 ; 4 ; 3 ;;;;; 2 ; 2 ;; 20 
Febrero_2022;CONTACTO CON PRODUCTOS QUIMICOS; 3 ;;; 14 ;; 3 ; 2 ; 2 ; 2 ;; 8 ;;;; 7 ; 1 ; 42 
Febrero_2022;DERRUMBES O DESPLOMES DE INSTALACIONES;;;; 2 ; 1 ; 4 ;;; 1 ;; 2 ;;;;;; 10 
Febrero_2022;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 4 ;; 3 ; 64 ; 1 ; 34 ; 34 ; 2 ; 39 ; 1 ; 68 ; 2 ;; 13 ; 19 ;; 284 
Febrero_2022;EXPLOSION O IMPLOSION;;; 1 ;;;; 3 ; 2 ; 2 ;; 2 ;;;; 1 ; 1 ; 12 
Febrero_2022;EXPOSICION A PRODUCTOS QUIMICOS;; 2 ;; 5 ;; 1 ;;;;; 5 ;;;;;; 13 
Febrero_2022;EXPOSICION A RADIACIONES IONIZANTES;;;;;;;;; 1 ;;;;;;;; 1 
Febrero_2022;EXPOSICION A RADIACIONES NO IONIZANTES;;;; 2 ;;;;; 1 ;; 1 ;;;; 2 ;; 6 
Febrero_2022;EXPOSICION AL CALOR;;;; 2 ;;;; 1 ; 1 ;; 1 ;;;;;; 5 
Febrero_2022;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 5 ; 3 ; 25 ; 90 ; 2 ; 54 ; 40 ; 11 ; 45 ;; 80 ; 3 ;; 13 ; 18 ; 3 ; 392 
Febrero_2022;INCENDIO;;;; 1 ;;;;; 1 ;;;;;;;; 2 
Febrero_2022;MORDEDURA DE ANIMALES;;;;;; 3 ; 1 ; 2 ; 5 ;; 4 ;;; 6 ; 1 ;; 22 
Febrero_2022;PISADAS SOBRE OBJETO;;; 1 ; 3 ;; 10 ;;; 9 ;; 9 ;;; 1 ; 3 ;; 36 
Febrero_2022;OTRAS FORMAS; 9 ; 10 ; 33 ; 466 ; 4 ; 131 ; 162 ; 51 ; 253 ; 1 ; 304 ; 33 ; 1 ; 162 ; 104 ; 9 ; 1,733 
Febrero_2022; TOTAL ; 33 ; 18 ; 84 ; 845 ; 12 ; 344 ; 367 ; 100 ; 502 ; 6 ; 677 ; 66 ; 7 ; 234 ; 214 ; 16 ; 3,525 
Marzo_2022;AGRESION CON ARMAS;;;;;;;;; 2 ;;; 1 ;;;;; 3 
Marzo_2022;APRISIONAMIENTO O ATRAPAMIENTO; 1 ; 1 ; 9 ; 61 ;; 14 ; 16 ;; 10 ;; 20 ;;; 2 ; 8 ;; 142 
Marzo_2022;ATROPELLAMIENTO POR ANIMALES;;;; 1 ;;;;;;;;;;;;; 1 
Marzo_2022;ATROPELLAMIENTO POR VEHICULOS;;;;;;; 1 ;; 2 ;; 3 ;;;; 1 ;; 7 
Marzo_2022;CAIDA DE OBJETOS; 2 ; 1 ; 4 ; 44 ; 1 ; 32 ; 28 ; 6 ; 15 ; 1 ; 36 ; 9 ; 1 ; 3 ; 7 ; 1 ; 191 
Marzo_2022;CAIDA DE PERSONAL DE ALTURA;;; 3 ; 11 ;; 14 ; 8 ; 3 ; 26 ; 2 ; 30 ; 4 ;; 6 ; 6 ; 1 ; 114 
Marzo_2022;CAIDA DE PERSONAS A NIVEL; 2 ; 4 ; 5 ; 34 ; 1 ; 24 ; 26 ; 14 ; 44 ; 2 ; 67 ; 20 ; 1 ; 25 ; 12 ; 1 ; 282 
Marzo_2022;CAIDA DE PERSONAS AL AGUA;;;;;;;; 1 ;;;;;;;;; 1 
Marzo_2022;CHOQUE CONTRA OBJETO; 2 ; 1 ; 1 ; 20 ;; 11 ; 11 ; 3 ; 17 ;; 17 ;;; 1 ; 3 ;; 87 
Marzo_2022;CHOQUE DE VEHICULOS; 1 ;;; 1 ;;;;;;; 1 ;;;;;; 3 
Marzo_2022;CONTACTO CON CALOR;;; 2 ; 2 ;; 1 ;; 1 ; 3 ;;;;;;; 1 ; 10 
Marzo_2022;CONTACTO CON ELECTRICIDAD;;; 1 ; 2 ;; 1 ; 1 ;;;;;;;;;; 5 
Marzo_2022;CONTACTO CON FUEGO;;;; 4 ;;;;;;; 1 ;;;;;; 5 
Marzo_2022;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES; 1 ; 1 ;; 8 ;; 6 ; 3 ; 2 ; 1 ;; 8 ;;; 1 ; 2 ;; 33 
Marzo_2022;CONTACTO CON PLAGUICIDAS;;;;;;;;;;; 1 ;;;;;; 1 
Marzo_2022;CONTACTO CON PRODUCTOS QUIMICOS;;; 1 ; 12 ;; 4 ; 2 ; 1 ; 5 ;; 8 ;;;; 2 ; 1 ; 36 
Marzo_2022;DERRUMBES O DESPLOMES DE INSTALACIONES;;;; 2 ; 1 ; 4 ;;;;; 1 ;;;;;; 8 
Marzo_2022;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 3 ;; 6 ; 53 ; 2 ; 47 ; 44 ; 1 ; 40 ; 3 ; 51 ; 7 ;; 8 ; 16 ; 2 ; 283 
Marzo_2022;EXPLOSION O IMPLOSION;;;;;;; 1 ; 1 ; 1 ;;;;;;;; 3 
Marzo_2022;EXPOSICION A PRODUCTOS QUIMICOS;;;; 1 ;;;;;;; 7 ;;; 1 ;;; 9 
Marzo_2022;EXPOSICION AL CALOR;;; 1 ; 3 ;; 1 ; 1 ;;;; 3 ; 1 ;;; 2 ;; 12 
Marzo_2022;FALLA EN MECANISMOS PARA TRABAJOS HIPERBARICOS;;;;;; 1 ;;;;;;;;;;; 1 
Marzo_2022;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 6 ; 1 ; 17 ; 54 ; 3 ; 44 ; 43 ; 2 ; 30 ; 2 ; 40 ; 6 ;; 7 ; 15 ; 2 ; 272 
Marzo_2022;MORDEDURA DE ANIMALES;;;;; 1 ; 1 ;;; 4 ;; 1 ;;; 1 ;;; 8 
Marzo_2022;PISADAS SOBRE OBJETO;;; 1 ; 5 ;; 13 ; 3 ;; 2 ;; 8 ;;; 2 ; 3 ;; 37 
Marzo_2022;OTRAS FORMAS; 11 ; 7 ; 28 ; 449 ; 2 ; 135 ; 154 ; 27 ; 223 ; 3 ; 277 ; 46 ; 3 ; 173 ; 87 ; 10 ; 1,635 
Marzo_2022; TOTAL ; 29 ; 16 ; 79 ; 767 ; 11 ; 353 ; 342 ; 62 ; 425 ; 13 ; 580 ; 94 ; 5 ; 230 ; 164 ; 19 ; 3,189 
Abril_2022;AGRESION CON ARMAS;;;;;;;;; 1 ;; 4 ;;; 1 ;;; 6 
Abril_2022;APRISIONAMIENTO O ATRAPAMIENTO; 1 ;; 6 ; 62 ;; 10 ; 25 ; 4 ; 14 ;; 22 ; 4 ; 1 ; 1 ; 13 ; 1 ; 164 
Abril_2022;ATROPELLAMIENTO POR VEHICULOS;;;;;;;;; 2 ;; 1 ; 3 ;;; 1 ;; 7 
Abril_2022;CAIDA DE OBJETOS; 5 ;; 10 ; 45 ; 1 ; 28 ; 27 ; 2 ; 26 ;; 44 ; 5 ; 1 ; 1 ; 15 ;; 210 
Abril_2022;CAIDA DE PERSONAL DE ALTURA;;; 2 ; 16 ;; 13 ; 8 ; 1 ; 17 ;; 23 ; 8 ; 1 ; 1 ; 5 ;; 95 
Abril_2022;CAIDA DE PERSONAS A NIVEL; 5 ; 1 ; 9 ; 48 ; 2 ; 33 ; 31 ; 11 ; 35 ; 1 ; 65 ; 18 ; 2 ; 20 ; 19 ; 1 ; 301 
Abril_2022;CHOQUE CONTRA OBJETO;;; 3 ; 10 ;; 6 ; 4 ; 3 ; 3 ;; 10 ; 2 ;; 2 ; 3 ; 3 ; 49 
Abril_2022;CHOQUE DE VEHICULOS;;; 1 ;;; 2 ;;;;;;;;;;; 3 
Abril_2022;CONTACTO CON CALOR;;;; 8 ;;; 1 ; 1 ;;;;;; 1 ; 1 ;; 12 
Abril_2022;CONTACTO CON ELECTRICIDAD;;;; 1 ;;; 1 ; 1 ;;; 3 ;;;;;; 6 
Abril_2022;CONTACTO CON FRIO;;;;;;; 1 ; 3 ;;;;;;;;; 4 
Abril_2022;CONTACTO CON FUEGO;;;; 2 ;;;; 1 ; 1 ;;;;;;;; 4 
Abril_2022;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;;;; 7 ;; 3 ; 1 ; 2 ; 2 ;; 6 ;;;; 2 ;; 23 
Abril_2022;CONTACTO CON PLAGUICIDAS;;;;;; 1 ;;;;;;;;;;; 1 
Abril_2022;CONTACTO CON PRODUCTOS QUIMICOS;;; 1 ; 9 ; 2 ; 3 ; 4 ; 1 ; 4 ;; 10 ; 3 ;; 1 ; 2 ;; 40 
Abril_2022;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 1 ; 1 ;; 1 ;;; 1 ;; 2 ; 2 ;;;;; 8 
Abril_2022;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 3 ; 1 ; 13 ; 52 ; 1 ; 31 ; 47 ; 5 ; 20 ;; 46 ; 4 ; 1 ; 7 ; 16 ; 1 ; 248 
Abril_2022;EXPLOSION O IMPLOSION;;; 1 ;;; 1 ;;; 1 ;; 1 ;;; 1 ;;; 5 
Abril_2022;EXPOSICION A PRODUCTOS QUIMICOS;;;; 1 ;; 4 ;; 1 ;;;;;;;;; 6 
Abril_2022;EXPOSICION A RADIACIONES NO IONIZANTES;;;;;;; 1 ;;;;;;;;;; 1 
Abril_2022;EXPOSICION AL CALOR;;;; 3 ;;;;;;;;;;; 1 ;; 4 
Abril_2022;FALLA EN MECANISMOS PARA TRABAJOS HIPERBARICOS;;;;;;;;; 1 ;; 1 ;;;; 1 ;; 3 
Abril_2022;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 3 ; 1 ; 11 ; 88 ; 4 ; 50 ; 45 ; 4 ; 46 ;; 65 ; 7 ; 1 ; 12 ; 19 ; 5 ; 361 
Abril_2022;MORDEDURA DE ANIMALES;;; 1 ;; 1 ; 1 ;;; 2 ;;; 1 ;; 1 ;;; 7 
Abril_2022;PISADAS SOBRE OBJETO;;; 3 ; 4 ;; 2 ; 3 ;; 8 ;; 13 ; 2 ;;; 1 ; 1 ; 37 
Abril_2022;OTRAS FORMAS; 6 ; 10 ; 13 ; 292 ; 3 ; 118 ; 88 ; 37 ; 130 ; 2 ; 167 ; 37 ; 6 ; 178 ; 64 ; 9 ; 1,160 
Abril_2022; TOTAL ; 23 ; 13 ; 75 ; 649 ; 14 ; 307 ; 287 ; 77 ; 314 ; 3 ; 483 ; 96 ; 13 ; 227 ; 163 ; 21 ; 2,765 
Mayo_2022;AGRESION CON ARMAS;;;;;;; 1 ;; 1 ;; 2 ; 1 ;;;;; 5 
Mayo_2022;APRISIONAMIENTO O ATRAPAMIENTO; 2 ;; 13 ; 53 ;; 14 ; 20 ; 2 ; 22 ; 1 ; 22 ; 1 ; 2 ; 3 ; 6 ; 1 ; 162 
Mayo_2022;ATROPELLAMIENTO POR ANIMALES;;;; 1 ;;; 1 ;;;;;;;;;; 2 
Mayo_2022;ATROPELLAMIENTO POR VEHICULOS;;;;;; 1 ; 2 ;; 4 ;; 4 ; 2 ;;;;; 13 
Mayo_2022;CAIDA DE OBJETOS; 3 ; 2 ; 6 ; 33 ;; 34 ; 30 ; 5 ; 17 ;; 41 ; 3 ; 1 ; 1 ; 13 ;; 189 
Mayo_2022;CAIDA DE PERSONAL DE ALTURA; 2 ; 2 ; 6 ; 15 ; 1 ; 20 ; 11 ;; 19 ;; 17 ; 4 ;; 6 ; 11 ;; 114 
Mayo_2022;CAIDA DE PERSONAS A NIVEL; 7 ; 5 ; 9 ; 59 ; 1 ; 31 ; 29 ; 11 ; 43 ; 3 ; 51 ; 10 ; 4 ; 32 ; 21 ; 4 ; 320 
Mayo_2022;CAIDA DE PERSONAS AL AGUA;;;;;;;; 1 ; 2 ;;;;;;;; 3 
Mayo_2022;CHOQUE CONTRA OBJETO; 1 ; 1 ; 3 ; 15 ; 1 ; 9 ; 8 ; 3 ; 7 ;; 15 ;; 1 ; 3 ; 8 ; 1 ; 76 
Mayo_2022;CHOQUE DE VEHICULOS;;; 1 ; 1 ;;;;; 1 ;; 2 ;;;; 1 ;; 6 
Mayo_2022;CONTACTO CON CALOR;;; 1 ; 9 ;;;; 4 ;;; 3 ;;;;;; 17 
Mayo_2022;CONTACTO CON ELECTRICIDAD;;;; 1 ;; 5 ;; 1 ;;; 1 ;;;; 1 ;; 9 
Mayo_2022;CONTACTO CON FUEGO;;;; 3 ;; 2 ;; 2 ;;;;;;;;; 7 
Mayo_2022;CONTACTO CON MATERIAS CALIENTES O INCANDESCENTES;; 1 ;; 11 ;; 2 ;; 2 ; 4 ;; 3 ;;;;;; 23 
Mayo_2022;CONTACTO CON PLAGUICIDAS;;;;;;;;;;; 1 ;;;;;; 1 
Mayo_2022;CONTACTO CON PRODUCTOS QUIMICOS; 1 ;; 3 ; 15 ;; 6 ; 7 ; 1 ; 3 ;; 10 ;; 1 ; 2 ; 8 ;; 57 
Mayo_2022;DERRUMBES O DESPLOMES DE INSTALACIONES;;; 3 ;;;; 1 ;; 1 ;;;;;;;; 5 
Mayo_2022;ESFUERZOS FISICOS O FALSOS MOVIMIENTOS; 3 ;; 3 ; 70 ; 3 ; 32 ; 28 ; 5 ; 37 ; 1 ; 48 ; 3 ; 4 ; 10 ; 13 ; 1 ; 261 
Mayo_2022;EXPLOSION O IMPLOSION;;;; 15 ;;; 1 ;; 2 ;; 1 ;;;; 1 ;; 20 
Mayo_2022;EXPOSICION A PRODUCTOS QUIMICOS;;;; 4 ;;; 1 ;;;;;;; 1 ; 1 ;; 7 
Mayo_2022;EXPOSICION A RADIACIONES NO IONIZANTES; - ; - ; - ; - ; - ; 2 ;;;;;;;;;;; 2 
Mayo_2022;EXPOSICION AL CALOR;;;; 1 ;; 1 ; 1 ; 4 ;;;;;;;;; 7 
Mayo_2022;GOLPES POR OBJETOS (EXCEPTO CAIDAS); 4 ; 4 ; 18 ; 78 ; 1 ; 45 ; 38 ; 2 ; 31 ; 1 ; 36 ; 5 ; 1 ; 12 ; 14 ; 3 ; 293 
Mayo_2022;INCENDIO;;;; 1 ;;;;;;;;;;;;; 1 
Mayo_2022;MORDEDURA DE ANIMALES; - ; - ; - ; 1 ; - ; 1 ; 1 ; - ; 4 ;; 3 ; 1 ;;; 5 ;; 16 
Mayo_2022;PISADAS SOBRE OBJETO; 1 ;; 5 ; 6 ;; 5 ; 2 ;; 8 ;; 5 ; 2 ;;; 2 ;; 36 
Mayo_2022;OTRAS FORMAS; 9 ; 9 ; 43 ; 404 ; 7 ; 117 ; 149 ; 32 ; 134 ; 3 ; 189 ; 27 ; 2 ; 179 ; 79 ; 5 ; 1,388 
Mayo_2022; TOTAL ; 33 ; 24 ; 114 ; 796 ; 14 ; 327 ; 331 ; 75 ; 340 ; 9 ; 454 ; 59 ; 16 ; 249 ; 184 ; 15 ; 3,040 
Junio_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 4 ;; 9 ; 38 ; 1 ; 5 ; 4 ;; 1 ;; 9 ;;; 4 ; 1 ;; 76 
Junio_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);; - ; 1 ; 5 ;;;;;;; 3 ;;;;;; 9 
Junio_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; 2 ;; 1 ; 5 ;; 1 ;;;;; 1 ;;; 3 ;;; 13 
Junio_2022;ATRAPADA POR UN OBJETO; 2 ;; 7 ; 28 ; 1 ; 4 ; 4 ;; 1 ;; 5 ;;; 1 ; 1 ;; 54 
Junio_2022;CAÍDAS DE OBJETOS; 4 ; 3 ; 7 ; 48 ; 1 ; 23 ; 25 ; 2 ; 15 ;; 23 ; 2 ;; 4 ; 5 ; 1 ; 163 
Junio_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 2 ;; 2 ; 22 ;; 8 ; 11 ; 1 ; 6 ;; 9 ;;; 2 ;; 1 ; 64 
Junio_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);;; 1 ;;; 1 ;;;;;; 1 ;;;;; 3 
Junio_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;;; 1 ;; 1 ; 1 ;;;; 1 ;;;;;; 4 
Junio_2022;OTRAS CAÍDAS DE OBJETOS; 2 ; 3 ; 4 ; 25 ; 1 ; 13 ; 13 ; 1 ; 9 ;; 13 ; 1 ;; 2 ; 5 ;; 92 
Junio_2022;CAÍDAS DE PERSONAS; 5 ; 2 ; 7 ; 32 ; 3 ; 20 ; 20 ; 4 ; 36 ; 1 ; 43 ; 16 ; 1 ; 19 ; 17 ;; 226 
Junio_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 1 ; 1 ; 5 ; 13 ;; 11 ; 3 ; 2 ; 12 ;; 16 ; 5 ; 1 ; 3 ; 6 ;; 79 
Junio_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 4 ; 1 ; 2 ; 19 ; 3 ; 9 ; 17 ; 2 ; 24 ; 1 ; 27 ; 11 ;; 16 ; 11 ;; 147 
Junio_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; 1 ;;; 2 ;;; 1 ;;; 1 ; 1 ;;;;;; 6 
Junio_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA;;;; 1 ;;;;;; 1 ;;;;;;; 2 
Junio_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; 1 ;;; 1 ;;; 1 ;;;; 1 ;;;;;; 4 
Junio_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 3 ;; 26 ; 47 ; 2 ; 17 ; 13 ; 4 ; 18 ;; 36 ; 2 ;; 7 ; 6 ;; 181 
Junio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; 2 ;; 2 ; 1 ;; 1 ; 1 ;; 3 ;; 1 ;;; 1 ; 1 ;; 13 
Junio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS;;; 4 ; 17 ; 2 ; 7 ; 5 ; 3 ; 10 ;; 15 ;;; 2 ; 1 ;; 66 
Junio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS;;; 2 ; 5 ;; 3 ;;;;; 1 ; 1 ;;;;; 12 
Junio_2022;FALSOS MOVIMIENTOS; 1 ;; 18 ; 24 ;; 6 ; 7 ; 1 ; 5 ;; 19 ; 1 ;; 4 ; 4 ;; 90 
Junio_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; 2 ;; 3 ; 9 ;; 3 ; 2 ; 1 ; 1 ;; 5 ;;;; 6 ;; 32 
Junio_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; 2 ;; 3 ; 6 ;; 2 ; 2 ; 1 ; 1 ;; 4 ;;;; 4 ;; 25 
Junio_2022;EXPOSICIÓN A OTRAS RADIACIONES;;;; 2 ;; 1 ;;;;; 1 ;;;; 2 ;; 6 
Junio_2022;EXPOSICIÓN A RADIACIONES IONIZANTES;;;; 1 ;;;;;;;;;;;;; 1 
Junio_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS;;; 2 ; 9 ;;; 1 ; 1 ; 1 ;; 2 ;;; 2 ;;; 18 
Junio_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES;;; 1 ; 5 ;;; 1 ; 1 ;;; 2 ;;; 2 ;;; 12 
Junio_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO);;; 1 ; 4 ;;;;; 1 ;;;;;;;; 6 
Junio_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 3 ; 1 ; 46 ; 25 ;; 12 ; 16 ; 1 ; 15 ;; 9 ; 3 ; 1 ; 4 ; 14 ;; 150 
Junio_2022;CHOQUE CONTRA OBJETOS MÓVILES;;; 9 ; 4 ;; 1 ; 5 ;; 2 ;; 1 ; 2 ;;; 1 ;; 25 
Junio_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 1 ;; 28 ; 4 ;; 7 ; 5 ;; 3 ;; 1 ;;; 3 ; 3 ;; 55 
Junio_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; - ; - ; 7 ; 12 ; - ; 3 ; 5 ;; 2 ;; 4 ;;; 1 ; 8 ;; 42 
Junio_2022;PISADAS SOBRE OBJETOS; 2 ; 1 ; 2 ; 5 ;; 1 ; 1 ; 1 ; 8 ;; 3 ; 1 ; 1 ;; 2 ;; 28 
Junio_2022;PUNZO CORTANTES; 1 ;; 1 ; 35 ; 2 ; 9 ; 12 ; 4 ; 10 ;; 11 ; 3 ; 1 ; 33 ; 3 ;; 125 
Junio_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 8 ;; 31 ; 142 ; 1 ; 36 ; 34 ; 11 ; 49 ;; 57 ; 17 ; 6 ; 20 ; 25 ; 1 ; 438 
Junio_2022; TOTAL ; 31 ; 6 ; 132 ; 387 ; 10 ; 125 ; 128 ; 28 ; 146 ; 2 ; 196 ; 43 ; 9 ; 93 ; 77 ; 2 ; 1,415 
Julio_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 2 ; - ; 8 ; 47 ; - ; 12 ; 11 ; 2 ; 11 ; - ; 14 ; - ; 2 ; - ; 2 ; - ; 111 
Julio_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); - ; - ; - ; 6 ; - ; - ; 2 ; - ; 2 ; - ; - ; - ; - ; - ; - ; - ; 10 
Julio_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; - ; - ; 4 ; 14 ; - ; 6 ; 2 ; - ; 6 ; - ; 4 ; - ; - ; - ; 1 ; - ; 37 
Julio_2022;ATRAPADA POR UN OBJETO; 2 ; - ; 4 ; 27 ; - ; 6 ; 7 ; 2 ; 3 ; - ; 10 ; - ; 2 ;; 1 ; - ; 64 
Julio_2022;CAÍDAS DE OBJETOS; 3 ; - ; 13 ; 49 ; - ; 46 ; 31 ; 7 ; 22 ; - ; 51 ; 8 ; 1 ; 6 ; 16 ; 1 ; 254 
Julio_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 1 ; - ; 1 ; 11 ; - ; 11 ; 9 ; 1 ; 5 ; - ; 15 ; 1 ;;; 7 ; 1 ; 63 
Julio_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE); - ; - ; 5 ; 2 ; - ; 9 ; 2 ;; 1 ; - ; 2 ;;; 1 ; 1 ;; 23 
Julio_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS); - ; - ; 2 ; 1 ; - ; 1 ;;; 2 ; - ; 3 ; 1 ;;; 1 ;; 11 
Julio_2022;OTRAS CAÍDAS DE OBJETOS; 2 ; - ; 5 ; 35 ; - ; 25 ; 20 ; 6 ; 14 ; - ; 31 ; 6 ; 1 ; 5 ; 7 ;; 157 
Julio_2022;CAÍDAS DE PERSONAS; 5 ; 3 ; 21 ; 51 ; 1 ; 49 ; 54 ; 23 ; 52 ; - ; 103 ; 26 ; 7 ; 20 ; 27 ; 4 ; 446 
Julio_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 3 ; 1 ; 6 ; 17 ; - ; 23 ; 21 ; 10 ; 22 ; - ; 33 ; 10 ; 2 ; 2 ; 14 ; 2 ; 166 
Julio_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 2 ; 2 ; 15 ; 34 ; 1 ; 26 ; 33 ; 13 ; 30 ; - ; 70 ; 16 ; 5 ; 18 ; 13 ; 2 ; 280 
Julio_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 2 ; - ; - ; - ; - ; - ; 3 
Julio_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 ; - ; - ; - ; - ; - ; 2 
Julio_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Julio_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 3 ; 1 ; 21 ; 64 ; 2 ; 28 ; 27 ; 3 ; 33 ; - ; 39 ; 6 ; 1 ; 10 ; 14 ; 2 ; 254 
Julio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; 2 ; - ; 2 ; 5 ; - ; 3 ; 3 ; 1 ; 2 ; - ; 1 ; 1 ; - ; 4 ; - ; - ; 24 
Julio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; 1 ; - ; 8 ; 31 ; 2 ; 14 ; 14 ; 2 ; 13 ; - ; 21 ; 3 ;; 3 ; 8 ; 1 ; 121 
Julio_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; - ; 1 ; 1 ; 10 ; - ; 1 ; 1 ; - ; 2 ; - ; 4 ; 1 ; - ; - ; - ; - ; 21 
Julio_2022;FALSOS MOVIMIENTOS; - ; - ; 10 ; 18 ; - ; 10 ; 9 ; - ; 16 ; - ; 13 ; 1 ; 1 ; 3 ; 6 ; 1 ; 88 
Julio_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; - ; - ; 12 ; 10 ; - ; 7 ; 1 ; - ; 2 ; - ; 3 ; 1 ; - ; 2 ; - ; - ; 38 
